date_key,full_date,year,month,day_of_month,day_of_week,day_name,week_of_month,month_name,semester,trimester,is_weekend
398,2027-06-16,2027,6,16,3,Wednesday,3,June,S1,T2,False
399,2027-06-17,2027,6,17,4,Thursday,3,June,S1,T2,False
400,2027-06-18,2027,6,18,5,Friday,3,June,S1,T2,False
401,2027-06-19,2027,6,19,6,Saturday,3,June,S1,T2,True
402,2027-06-20,2027,6,20,7,Sunday,3,June,S1,T2,True
403,2027-06-21,2027,6,21,1,Monday,3,June,S1,T2,False
404,2027-06-22,2027,6,22,2,Tuesday,4,June,S1,T2,False
405,2027-06-23,2027,6,23,3,Wednesday,4,June,S1,T2,False
406,2027-06-24,2027,6,24,4,Thursday,4,June,S1,T2,False
407,2027-06-25,2027,6,25,5,Friday,4,June,S1,T2,False
408,2027-06-26,2027,6,26,6,Saturday,4,June,S1,T2,True
409,2027-06-27,2027,6,27,7,Sunday,4,June,S1,T2,True
410,2027-06-28,2027,6,28,1,Monday,4,June,S1,T2,False
411,2027-06-29,2027,6,29,2,Tuesday,5,June,S1,T2,False
412,2027-06-30,2027,6,30,3,Wednesday,5,June,S1,T2,False
413,2027-07-01,2027,7,1,4,Thursday,1,July,S2,T2,False
414,2027-07-02,2027,7,2,5,Friday,1,July,S2,T2,False
415,2027-07-03,2027,7,3,6,Saturday,1,July,S2,T2,True
416,2027-07-04,2027,7,4,7,Sunday,1,July,S2,T2,True
417,2027-07-05,2027,7,5,1,Monday,1,July,S2,T2,False
418,2027-07-06,2027,7,6,2,Tuesday,1,July,S2,T2,False
419,2027-07-07,2027,7,7,3,Wednesday,1,July,S2,T2,False
420,2027-07-08,2027,7,8,4,Thursday,2,July,S2,T2,False
421,2027-07-09,2027,7,9,5,Friday,2,July,S2,T2,False
422,2027-07-10,2027,7,10,6,Saturday,2,July,S2,T2,True
423,2027-07-11,2027,7,11,7,Sunday,2,July,S2,T2,True
424,2027-07-12,2027,7,12,1,Monday,2,July,S2,T2,False
425,2027-07-13,2027,7,13,2,Tuesday,2,July,S2,T2,False
426,2027-07-14,2027,7,14,3,Wednesday,2,July,S2,T2,False
427,2027-07-15,2027,7,15,4,Thursday,3,July,S2,T2,False
428,2027-07-16,2027,7,16,5,Friday,3,July,S2,T2,False
429,2027-07-17,2027,7,17,6,Saturday,3,July,S2,T2,True
430,2027-07-18,2027,7,18,7,Sunday,3,July,S2,T2,True
431,2027-07-19,2027,7,19,1,Monday,3,July,S2,T2,False
432,2027-07-20,2027,7,20,2,Tuesday,3,July,S2,T2,False
433,2027-07-21,2027,7,21,3,Wednesday,3,July,S2,T2,False
434,2027-07-22,2027,7,22,4,Thursday,4,July,S2,T2,False
435,2027-07-23,2027,7,23,5,Friday,4,July,S2,T2,False
436,2027-07-24,2027,7,24,6,Saturday,4,July,S2,T2,True
437,2027-07-25,2027,7,25,7,Sunday,4,July,S2,T2,True
438,2027-07-26,2027,7,26,1,Monday,4,July,S2,T2,False
439,2027-07-27,2027,7,27,2,Tuesday,4,July,S2,T2,False
440,2027-07-28,2027,7,28,3,Wednesday,4,July,S2,T2,False
441,2027-07-29,2027,7,29,4,Thursday,5,July,S2,T2,False
442,2027-07-30,2027,7,30,5,Friday,5,July,S2,T2,False
443,2027-07-31,2027,7,31,6,Saturday,5,July,S2,T2,True
444,2027-08-01,2027,8,1,7,Sunday,1,August,S2,T2,True
445,2027-08-02,2027,8,2,1,Monday,1,August,S2,T2,False
446,2027-08-03,2027,8,3,2,Tuesday,1,August,S2,T2,False
447,2027-08-04,2027,8,4,3,Wednesday,1,August,S2,T2,False
448,2027-08-05,2027,8,5,4,Thursday,1,August,S2,T2,False
449,2027-08-06,2027,8,6,5,Friday,1,August,S2,T2,False
450,2027-08-07,2027,8,7,6,Saturday,1,August,S2,T2,True
451,2027-08-08,2027,8,8,7,Sunday,2,August,S2,T2,True
452,2027-08-09,2027,8,9,1,Monday,2,August,S2,T2,False
453,2027-08-10,2027,8,10,2,Tuesday,2,August,S2,T2,False
454,2027-08-11,2027,8,11,3,Wednesday,2,August,S2,T2,False
455,2027-08-12,2027,8,12,4,Thursday,2,August,S2,T2,False
456,2027-08-13,2027,8,13,5,Friday,2,August,S2,T2,False
457,2027-08-14,2027,8,14,6,Saturday,2,August,S2,T2,True
458,2027-08-15,2027,8,15,7,Sunday,3,August,S2,T2,True
459,2027-08-16,2027,8,16,1,Monday,3,August,S2,T2,False
460,2027-08-17,2027,8,17,2,Tuesday,3,August,S2,T2,False
461,2027-08-18,2027,8,18,3,Wednesday,3,August,S2,T2,False
462,2027-08-19,2027,8,19,4,Thursday,3,August,S2,T2,False
463,2027-08-20,2027,8,20,5,Friday,3,August,S2,T2,False
464,2027-08-21,2027,8,21,6,Saturday,3,August,S2,T2,True
465,2027-08-22,2027,8,22,7,Sunday,4,August,S2,T2,True
466,2027-08-23,2027,8,23,1,Monday,4,August,S2,T2,False
467,2027-08-24,2027,8,24,2,Tuesday,4,August,S2,T2,False
468,2027-08-25,2027,8,25,3,Wednesday,4,August,S2,T2,False
469,2027-08-26,2027,8,26,4,Thursday,4,August,S2,T2,False
470,2027-08-27,2027,8,27,5,Friday,4,August,S2,T2,False
471,2027-08-28,2027,8,28,6,Saturday,4,August,S2,T2,True
472,2027-08-29,2027,8,29,7,Sunday,5,August,S2,T2,True
473,2027-08-30,2027,8,30,1,Monday,5,August,S2,T2,False
474,2027-08-31,2027,8,31,2,Tuesday,5,August,S2,T2,False
475,2027-09-01,2027,9,1,3,Wednesday,1,September,S2,T3,False
476,2027-09-02,2027,9,2,4,Thursday,1,September,S2,T3,False
477,2027-09-03,2027,9,3,5,Friday,1,September,S2,T3,False
478,2027-09-04,2027,9,4,6,Saturday,1,September,S2,T3,True
479,2027-09-05,2027,9,5,7,Sunday,1,September,S2,T3,True
480,2027-09-06,2027,9,6,1,Monday,1,September,S2,T3,False
481,2027-09-07,2027,9,7,2,Tuesday,1,September,S2,T3,False
482,2027-09-08,2027,9,8,3,Wednesday,2,September,S2,T3,False
483,2027-09-09,2027,9,9,4,Thursday,2,September,S2,T3,False
484,2027-09-10,2027,9,10,5,Friday,2,September,S2,T3,False
485,2027-09-11,2027,9,11,6,Saturday,2,September,S2,T3,True
486,2027-09-12,2027,9,12,7,Sunday,2,September,S2,T3,True
487,2027-09-13,2027,9,13,1,Monday,2,September,S2,T3,False
488,2027-09-14,2027,9,14,2,Tuesday,2,September,S2,T3,False
489,2027-09-15,2027,9,15,3,Wednesday,3,September,S2,T3,False
490,2027-09-16,2027,9,16,4,Thursday,3,September,S2,T3,False
491,2027-09-17,2027,9,17,5,Friday,3,September,S2,T3,False
492,2027-09-18,2027,9,18,6,Saturday,3,September,S2,T3,True
493,2027-09-19,2027,9,19,7,Sunday,3,September,S2,T3,True
494,2027-09-20,2027,9,20,1,Monday,3,September,S2,T3,False
495,2027-09-21,2027,9,21,2,Tuesday,3,September,S2,T3,False
496,2027-09-22,2027,9,22,3,Wednesday,4,September,S2,T3,False
497,2027-09-23,2027,9,23,4,Thursday,4,September,S2,T3,False
498,2027-09-24,2027,9,24,5,Friday,4,September,S2,T3,False
499,2027-09-25,2027,9,25,6,Saturday,4,September,S2,T3,True
500,2027-09-26,2027,9,26,7,Sunday,4,September,S2,T3,True
501,2027-09-27,2027,9,27,1,Monday,4,September,S2,T3,False
502,2027-09-28,2027,9,28,2,Tuesday,4,September,S2,T3,False
503,2027-09-29,2027,9,29,3,Wednesday,5,September,S2,T3,False
504,2027-09-30,2027,9,30,4,Thursday,5,September,S2,T3,False
505,2027-10-01,2027,10,1,5,Friday,1,October,S2,T3,False
506,2027-10-02,2027,10,2,6,Saturday,1,October,S2,T3,True
507,2027-10-03,2027,10,3,7,Sunday,1,October,S2,T3,True
508,2027-10-04,2027,10,4,1,Monday,1,October,S2,T3,False
509,2027-10-05,2027,10,5,2,Tuesday,1,October,S2,T3,False
510,2027-10-06,2027,10,6,3,Wednesday,1,October,S2,T3,False
511,2027-10-07,2027,10,7,4,Thursday,1,October,S2,T3,False
512,2027-10-08,2027,10,8,5,Friday,2,October,S2,T3,False
513,2027-10-09,2027,10,9,6,Saturday,2,October,S2,T3,True
514,2027-10-10,2027,10,10,7,Sunday,2,October,S2,T3,True
515,2027-10-11,2027,10,11,1,Monday,2,October,S2,T3,False
516,2027-10-12,2027,10,12,2,Tuesday,2,October,S2,T3,False
517,2027-10-13,2027,10,13,3,Wednesday,2,October,S2,T3,False
518,2027-10-14,2027,10,14,4,Thursday,2,October,S2,T3,False
519,2027-10-15,2027,10,15,5,Friday,3,October,S2,T3,False
520,2027-10-16,2027,10,16,6,Saturday,3,October,S2,T3,True
521,2027-10-17,2027,10,17,7,Sunday,3,October,S2,T3,True
522,2027-10-18,2027,10,18,1,Monday,3,October,S2,T3,False
523,2027-10-19,2027,10,19,2,Tuesday,3,October,S2,T3,False
524,2027-10-20,2027,10,20,3,Wednesday,3,October,S2,T3,False
525,2027-10-21,2027,10,21,4,Thursday,3,October,S2,T3,False
526,2027-10-22,2027,10,22,5,Friday,4,October,S2,T3,False
527,2027-10-23,2027,10,23,6,Saturday,4,October,S2,T3,True
528,2027-10-24,2027,10,24,7,Sunday,4,October,S2,T3,True
529,2027-10-25,2027,10,25,1,Monday,4,October,S2,T3,False
530,2027-10-26,2027,10,26,2,Tuesday,4,October,S2,T3,False
531,2027-10-27,2027,10,27,3,Wednesday,4,October,S2,T3,False
532,2027-10-28,2027,10,28,4,Thursday,4,October,S2,T3,False
533,2027-10-29,2027,10,29,5,Friday,5,October,S2,T3,False
534,2027-10-30,2027,10,30,6,Saturday,5,October,S2,T3,True
535,2027-10-31,2027,10,31,7,Sunday,5,October,S2,T3,True
536,2027-11-01,2027,11,1,1,Monday,1,November,S2,T3,False
537,2027-11-02,2027,11,2,2,Tuesday,1,November,S2,T3,False
538,2027-11-03,2027,11,3,3,Wednesday,1,November,S2,T3,False
539,2027-11-04,2027,11,4,4,Thursday,1,November,S2,T3,False
540,2027-11-05,2027,11,5,5,Friday,1,November,S2,T3,False
541,2027-11-06,2027,11,6,6,Saturday,1,November,S2,T3,True
542,2027-11-07,2027,11,7,7,Sunday,1,November,S2,T3,True
543,2027-11-08,2027,11,8,1,Monday,2,November,S2,T3,False
544,2027-11-09,2027,11,9,2,Tuesday,2,November,S2,T3,False
545,2027-11-10,2027,11,10,3,Wednesday,2,November,S2,T3,False
546,2027-11-11,2027,11,11,4,Thursday,2,November,S2,T3,False
547,2027-11-12,2027,11,12,5,Friday,2,November,S2,T3,False
548,2027-11-13,2027,11,13,6,Saturday,2,November,S2,T3,True
549,2027-11-14,2027,11,14,7,Sunday,2,November,S2,T3,True
550,2027-11-15,2027,11,15,1,Monday,3,November,S2,T3,False
551,2027-11-16,2027,11,16,2,Tuesday,3,November,S2,T3,False
552,2027-11-17,2027,11,17,3,Wednesday,3,November,S2,T3,False
553,2027-11-18,2027,11,18,4,Thursday,3,November,S2,T3,False
554,2027-11-19,2027,11,19,5,Friday,3,November,S2,T3,False
555,2027-11-20,2027,11,20,6,Saturday,3,November,S2,T3,True
556,2027-11-21,2027,11,21,7,Sunday,3,November,S2,T3,True
557,2027-11-22,2027,11,22,1,Monday,4,November,S2,T3,False
558,2027-11-23,2027,11,23,2,Tuesday,4,November,S2,T3,False
559,2027-11-24,2027,11,24,3,Wednesday,4,November,S2,T3,False
560,2027-11-25,2027,11,25,4,Thursday,4,November,S2,T3,False
561,2027-11-26,2027,11,26,5,Friday,4,November,S2,T3,False
562,2027-11-27,2027,11,27,6,Saturday,4,November,S2,T3,True
563,2027-11-28,2027,11,28,7,Sunday,4,November,S2,T3,True
564,2027-11-29,2027,11,29,1,Monday,5,November,S2,T3,False
565,2027-11-30,2027,11,30,2,Tuesday,5,November,S2,T3,False
566,2027-12-01,2027,12,1,3,Wednesday,1,December,S2,T3,False
567,2027-12-02,2027,12,2,4,Thursday,1,December,S2,T3,False
568,2027-12-03,2027,12,3,5,Friday,1,December,S2,T3,False
569,2027-12-04,2027,12,4,6,Saturday,1,December,S2,T3,True
570,2027-12-05,2027,12,5,7,Sunday,1,December,S2,T3,True
571,2027-12-06,2027,12,6,1,Monday,1,December,S2,T3,False
572,2027-12-07,2027,12,7,2,Tuesday,1,December,S2,T3,False
573,2027-12-08,2027,12,8,3,Wednesday,2,December,S2,T3,False
574,2027-12-09,2027,12,9,4,Thursday,2,December,S2,T3,False
575,2027-12-10,2027,12,10,5,Friday,2,December,S2,T3,False
576,2027-12-11,2027,12,11,6,Saturday,2,December,S2,T3,True
577,2027-12-12,2027,12,12,7,Sunday,2,December,S2,T3,True
578,2027-12-13,2027,12,13,1,Monday,2,December,S2,T3,False
579,2027-12-14,2027,12,14,2,Tuesday,2,December,S2,T3,False
580,2027-12-15,2027,12,15,3,Wednesday,3,December,S2,T3,False
581,2027-12-16,2027,12,16,4,Thursday,3,December,S2,T3,False
582,2027-12-17,2027,12,17,5,Friday,3,December,S2,T3,False
583,2027-12-18,2027,12,18,6,Saturday,3,December,S2,T3,True
584,2027-12-19,2027,12,19,7,Sunday,3,December,S2,T3,True
585,2027-12-20,2027,12,20,1,Monday,3,December,S2,T3,False
586,2027-12-21,2027,12,21,2,Tuesday,3,December,S2,T3,False
587,2027-12-22,2027,12,22,3,Wednesday,4,December,S2,T3,False
588,2027-12-23,2027,12,23,4,Thursday,4,December,S2,T3,False
589,2027-12-24,2027,12,24,5,Friday,4,December,S2,T3,False
590,2027-12-25,2027,12,25,6,Saturday,4,December,S2,T3,True
591,2027-12-26,2027,12,26,7,Sunday,4,December,S2,T3,True
592,2027-12-27,2027,12,27,1,Monday,4,December,S2,T3,False
593,2027-12-28,2027,12,28,2,Tuesday,4,December,S2,T3,False
594,2027-12-29,2027,12,29,3,Wednesday,5,December,S2,T3,False
595,2027-12-30,2027,12,30,4,Thursday,5,December,S2,T3,False
596,2027-12-31,2027,12,31,5,Friday,5,December,S2,T3,False
597,2028-01-01,2028,1,1,6,Saturday,1,January,S1,T1,True
598,2028-01-02,2028,1,2,7,Sunday,1,January,S1,T1,True
599,2028-01-03,2028,1,3,1,Monday,1,January,S1,T1,False
600,2028-01-04,2028,1,4,2,Tuesday,1,January,S1,T1,False
601,2028-01-05,2028,1,5,3,Wednesday,1,January,S1,T1,False
602,2028-01-06,2028,1,6,4,Thursday,1,January,S1,T1,False
603,2028-01-07,2028,1,7,5,Friday,1,January,S1,T1,False
604,2028-01-08,2028,1,8,6,Saturday,2,January,S1,T1,True
605,2028-01-09,2028,1,9,7,Sunday,2,January,S1,T1,True
606,2028-01-10,2028,1,10,1,Monday,2,January,S1,T1,False
607,2028-01-11,2028,1,11,2,Tuesday,2,January,S1,T1,False
608,2028-01-12,2028,1,12,3,Wednesday,2,January,S1,T1,False
609,2028-01-13,2028,1,13,4,Thursday,2,January,S1,T1,False
610,2028-01-14,2028,1,14,5,Friday,2,January,S1,T1,False
611,2028-01-15,2028,1,15,6,Saturday,3,January,S1,T1,True
612,2028-01-16,2028,1,16,7,Sunday,3,January,S1,T1,True
613,2028-01-17,2028,1,17,1,Monday,3,January,S1,T1,False
614,2028-01-18,2028,1,18,2,Tuesday,3,January,S1,T1,False
615,2028-01-19,2028,1,19,3,Wednesday,3,January,S1,T1,False
616,2028-01-20,2028,1,20,4,Thursday,3,January,S1,T1,False
617,2028-01-21,2028,1,21,5,Friday,3,January,S1,T1,False
618,2028-01-22,2028,1,22,6,Saturday,4,January,S1,T1,True
619,2028-01-23,2028,1,23,7,Sunday,4,January,S1,T1,True
620,2028-01-24,2028,1,24,1,Monday,4,January,S1,T1,False
621,2028-01-25,2028,1,25,2,Tuesday,4,January,S1,T1,False
622,2028-01-26,2028,1,26,3,Wednesday,4,January,S1,T1,False
623,2028-01-27,2028,1,27,4,Thursday,4,January,S1,T1,False
624,2028-01-28,2028,1,28,5,Friday,4,January,S1,T1,False
625,2028-01-29,2028,1,29,6,Saturday,5,January,S1,T1,True
626,2028-01-30,2028,1,30,7,Sunday,5,January,S1,T1,True
627,2028-01-31,2028,1,31,1,Monday,5,January,S1,T1,False
628,2028-02-01,2028,2,1,2,Tuesday,1,February,S1,T1,False
629,2028-02-02,2028,2,2,3,Wednesday,1,February,S1,T1,False
630,2028-02-03,2028,2,3,4,Thursday,1,February,S1,T1,False
631,2028-02-04,2028,2,4,5,Friday,1,February,S1,T1,False
632,2028-02-05,2028,2,5,6,Saturday,1,February,S1,T1,True
633,2028-02-06,2028,2,6,7,Sunday,1,February,S1,T1,True
634,2028-02-07,2028,2,7,1,Monday,1,February,S1,T1,False
635,2028-02-08,2028,2,8,2,Tuesday,2,February,S1,T1,False
636,2028-02-09,2028,2,9,3,Wednesday,2,February,S1,T1,False
637,2028-02-10,2028,2,10,4,Thursday,2,February,S1,T1,False
638,2028-02-11,2028,2,11,5,Friday,2,February,S1,T1,False
639,2028-02-12,2028,2,12,6,Saturday,2,February,S1,T1,True
640,2028-02-13,2028,2,13,7,Sunday,2,February,S1,T1,True
641,2028-02-14,2028,2,14,1,Monday,2,February,S1,T1,False
642,2028-02-15,2028,2,15,2,Tuesday,3,February,S1,T1,False
643,2028-02-16,2028,2,16,3,Wednesday,3,February,S1,T1,False
644,2028-02-17,2028,2,17,4,Thursday,3,February,S1,T1,False
645,2028-02-18,2028,2,18,5,Friday,3,February,S1,T1,False
646,2028-02-19,2028,2,19,6,Saturday,3,February,S1,T1,True
647,2028-02-20,2028,2,20,7,Sunday,3,February,S1,T1,True
648,2028-02-21,2028,2,21,1,Monday,3,February,S1,T1,False
649,2028-02-22,2028,2,22,2,Tuesday,4,February,S1,T1,False
650,2028-02-23,2028,2,23,3,Wednesday,4,February,S1,T1,False
651,2028-02-24,2028,2,24,4,Thursday,4,February,S1,T1,False
652,2028-02-25,2028,2,25,5,Friday,4,February,S1,T1,False
653,2028-02-26,2028,2,26,6,Saturday,4,February,S1,T1,True
654,2028-02-27,2028,2,27,7,Sunday,4,February,S1,T1,True
655,2028-02-28,2028,2,28,1,Monday,4,February,S1,T1,False
656,2028-02-29,2028,2,29,2,Tuesday,5,February,S1,T1,False
657,2028-03-01,2028,3,1,3,Wednesday,1,March,S1,T1,False
658,2028-03-02,2028,3,2,4,Thursday,1,March,S1,T1,False
659,2028-03-03,2028,3,3,5,Friday,1,March,S1,T1,False
660,2028-03-04,2028,3,4,6,Saturday,1,March,S1,T1,True
661,2028-03-05,2028,3,5,7,Sunday,1,March,S1,T1,True
662,2028-03-06,2028,3,6,1,Monday,1,March,S1,T1,False
663,2028-03-07,2028,3,7,2,Tuesday,1,March,S1,T1,False
664,2028-03-08,2028,3,8,3,Wednesday,2,March,S1,T1,False
665,2028-03-09,2028,3,9,4,Thursday,2,March,S1,T1,False
666,2028-03-10,2028,3,10,5,Friday,2,March,S1,T1,False
667,2028-03-11,2028,3,11,6,Saturday,2,March,S1,T1,True
668,2028-03-12,2028,3,12,7,Sunday,2,March,S1,T1,True
669,2028-03-13,2028,3,13,1,Monday,2,March,S1,T1,False
670,2028-03-14,2028,3,14,2,Tuesday,2,March,S1,T1,False
671,2028-03-15,2028,3,15,3,Wednesday,3,March,S1,T1,False
672,2028-03-16,2028,3,16,4,Thursday,3,March,S1,T1,False
673,2028-03-17,2028,3,17,5,Friday,3,March,S1,T1,False
674,2028-03-18,2028,3,18,6,Saturday,3,March,S1,T1,True
675,2028-03-19,2028,3,19,7,Sunday,3,March,S1,T1,True
676,2028-03-20,2028,3,20,1,Monday,3,March,S1,T1,False
677,2028-03-21,2028,3,21,2,Tuesday,3,March,S1,T1,False
678,2028-03-22,2028,3,22,3,Wednesday,4,March,S1,T1,False
679,2028-03-23,2028,3,23,4,Thursday,4,March,S1,T1,False
680,2028-03-24,2028,3,24,5,Friday,4,March,S1,T1,False
681,2028-03-25,2028,3,25,6,Saturday,4,March,S1,T1,True
682,2028-03-26,2028,3,26,7,Sunday,4,March,S1,T1,True
683,2028-03-27,2028,3,27,1,Monday,4,March,S1,T1,False
684,2028-03-28,2028,3,28,2,Tuesday,4,March,S1,T1,False
685,2028-03-29,2028,3,29,3,Wednesday,5,March,S1,T1,False
686,2028-03-30,2028,3,30,4,Thursday,5,March,S1,T1,False
687,2028-03-31,2028,3,31,5,Friday,5,March,S1,T1,False
688,2028-04-01,2028,4,1,6,Saturday,1,April,S1,T1,True
689,2028-04-02,2028,4,2,7,Sunday,1,April,S1,T1,True
690,2028-04-03,2028,4,3,1,Monday,1,April,S1,T1,False
691,2028-04-04,2028,4,4,2,Tuesday,1,April,S1,T1,False
692,2028-04-05,2028,4,5,3,Wednesday,1,April,S1,T1,False
693,2028-04-06,2028,4,6,4,Thursday,1,April,S1,T1,False
694,2028-04-07,2028,4,7,5,Friday,1,April,S1,T1,False
695,2028-04-08,2028,4,8,6,Saturday,2,April,S1,T1,True
696,2028-04-09,2028,4,9,7,Sunday,2,April,S1,T1,True
697,2028-04-10,2028,4,10,1,Monday,2,April,S1,T1,False
698,2028-04-11,2028,4,11,2,Tuesday,2,April,S1,T1,False
699,2028-04-12,2028,4,12,3,Wednesday,2,April,S1,T1,False
700,2028-04-13,2028,4,13,4,Thursday,2,April,S1,T1,False
701,2028-04-14,2028,4,14,5,Friday,2,April,S1,T1,False
702,2028-04-15,2028,4,15,6,Saturday,3,April,S1,T1,True
703,2028-04-16,2028,4,16,7,Sunday,3,April,S1,T1,True
704,2028-04-17,2028,4,17,1,Monday,3,April,S1,T1,False
705,2028-04-18,2028,4,18,2,Tuesday,3,April,S1,T1,False
706,2028-04-19,2028,4,19,3,Wednesday,3,April,S1,T1,False
707,2028-04-20,2028,4,20,4,Thursday,3,April,S1,T1,False
708,2028-04-21,2028,4,21,5,Friday,3,April,S1,T1,False
709,2028-04-22,2028,4,22,6,Saturday,4,April,S1,T1,True
710,2028-04-23,2028,4,23,7,Sunday,4,April,S1,T1,True
711,2028-04-24,2028,4,24,1,Monday,4,April,S1,T1,False
712,2028-04-25,2028,4,25,2,Tuesday,4,April,S1,T1,False
713,2028-04-26,2028,4,26,3,Wednesday,4,April,S1,T1,False
714,2028-04-27,2028,4,27,4,Thursday,4,April,S1,T1,False
715,2028-04-28,2028,4,28,5,Friday,4,April,S1,T1,False
716,2028-04-29,2028,4,29,6,Saturday,5,April,S1,T1,True
717,2028-04-30,2028,4,30,7,Sunday,5,April,S1,T1,True
718,2028-05-01,2028,5,1,1,Monday,1,May,S1,T2,False
719,2028-05-02,2028,5,2,2,Tuesday,1,May,S1,T2,False
720,2028-05-03,2028,5,3,3,Wednesday,1,May,S1,T2,False
721,2028-05-04,2028,5,4,4,Thursday,1,May,S1,T2,False
722,2028-05-05,2028,5,5,5,Friday,1,May,S1,T2,False
723,2028-05-06,2028,5,6,6,Saturday,1,May,S1,T2,True
724,2028-05-07,2028,5,7,7,Sunday,1,May,S1,T2,True
725,2028-05-08,2028,5,8,1,Monday,2,May,S1,T2,False
726,2028-05-09,2028,5,9,2,Tuesday,2,May,S1,T2,False
727,2028-05-10,2028,5,10,3,Wednesday,2,May,S1,T2,False
728,2028-05-11,2028,5,11,4,Thursday,2,May,S1,T2,False
729,2028-05-12,2028,5,12,5,Friday,2,May,S1,T2,False
730,2028-05-13,2028,5,13,6,Saturday,2,May,S1,T2,True
731,2028-05-14,2028,5,14,7,Sunday,2,May,S1,T2,True
732,2028-05-15,2028,5,15,1,Monday,3,May,S1,T2,False
733,2028-05-16,2028,5,16,2,Tuesday,3,May,S1,T2,False
734,2028-05-17,2028,5,17,3,Wednesday,3,May,S1,T2,False
735,2028-05-18,2028,5,18,4,Thursday,3,May,S1,T2,False
736,2028-05-19,2028,5,19,5,Friday,3,May,S1,T2,False
737,2028-05-20,2028,5,20,6,Saturday,3,May,S1,T2,True
738,2028-05-21,2028,5,21,7,Sunday,3,May,S1,T2,True
739,2028-05-22,2028,5,22,1,Monday,4,May,S1,T2,False
740,2028-05-23,2028,5,23,2,Tuesday,4,May,S1,T2,False
741,2028-05-24,2028,5,24,3,Wednesday,4,May,S1,T2,False
742,2028-05-25,2028,5,25,4,Thursday,4,May,S1,T2,False
743,2028-05-26,2028,5,26,5,Friday,4,May,S1,T2,False
744,2028-05-27,2028,5,27,6,Saturday,4,May,S1,T2,True
745,2028-05-28,2028,5,28,7,Sunday,4,May,S1,T2,True
746,2028-05-29,2028,5,29,1,Monday,5,May,S1,T2,False
747,2028-05-30,2028,5,30,2,Tuesday,5,May,S1,T2,False
748,2028-05-31,2028,5,31,3,Wednesday,5,May,S1,T2,False
749,2028-06-01,2028,6,1,4,Thursday,1,June,S1,T2,False
750,2028-06-02,2028,6,2,5,Friday,1,June,S1,T2,False
751,2028-06-03,2028,6,3,6,Saturday,1,June,S1,T2,True
752,2028-06-04,2028,6,4,7,Sunday,1,June,S1,T2,True
753,2028-06-05,2028,6,5,1,Monday,1,June,S1,T2,False
754,2028-06-06,2028,6,6,2,Tuesday,1,June,S1,T2,False
755,2028-06-07,2028,6,7,3,Wednesday,1,June,S1,T2,False
756,2028-06-08,2028,6,8,4,Thursday,2,June,S1,T2,False
757,2028-06-09,2028,6,9,5,Friday,2,June,S1,T2,False
758,2028-06-10,2028,6,10,6,Saturday,2,June,S1,T2,True
759,2028-06-11,2028,6,11,7,Sunday,2,June,S1,T2,True
760,2028-06-12,2028,6,12,1,Monday,2,June,S1,T2,False
761,2028-06-13,2028,6,13,2,Tuesday,2,June,S1,T2,False
762,2028-06-14,2028,6,14,3,Wednesday,2,June,S1,T2,False
763,2028-06-15,2028,6,15,4,Thursday,3,June,S1,T2,False
764,2028-06-16,2028,6,16,5,Friday,3,June,S1,T2,False
765,2028-06-17,2028,6,17,6,Saturday,3,June,S1,T2,True
766,2028-06-18,2028,6,18,7,Sunday,3,June,S1,T2,True
767,2028-06-19,2028,6,19,1,Monday,3,June,S1,T2,False
768,2028-06-20,2028,6,20,2,Tuesday,3,June,S1,T2,False
769,2028-06-21,2028,6,21,3,Wednesday,3,June,S1,T2,False
770,2028-06-22,2028,6,22,4,Thursday,4,June,S1,T2,False
771,2028-06-23,2028,6,23,5,Friday,4,June,S1,T2,False
772,2028-06-24,2028,6,24,6,Saturday,4,June,S1,T2,True
773,2028-06-25,2028,6,25,7,Sunday,4,June,S1,T2,True
774,2028-06-26,2028,6,26,1,Monday,4,June,S1,T2,False
775,2028-06-27,2028,6,27,2,Tuesday,4,June,S1,T2,False
776,2028-06-28,2028,6,28,3,Wednesday,4,June,S1,T2,False
777,2028-06-29,2028,6,29,4,Thursday,5,June,S1,T2,False
778,2028-06-30,2028,6,30,5,Friday,5,June,S1,T2,False
779,2028-07-01,2028,7,1,6,Saturday,1,July,S2,T2,True
780,2028-07-02,2028,7,2,7,Sunday,1,July,S2,T2,True
781,2028-07-03,2028,7,3,1,Monday,1,July,S2,T2,False
782,2028-07-04,2028,7,4,2,Tuesday,1,July,S2,T2,False
783,2028-07-05,2028,7,5,3,Wednesday,1,July,S2,T2,False
784,2028-07-06,2028,7,6,4,Thursday,1,July,S2,T2,False
785,2028-07-07,2028,7,7,5,Friday,1,July,S2,T2,False
786,2028-07-08,2028,7,8,6,Saturday,2,July,S2,T2,True
787,2028-07-09,2028,7,9,7,Sunday,2,July,S2,T2,True
788,2028-07-10,2028,7,10,1,Monday,2,July,S2,T2,False
789,2028-07-11,2028,7,11,2,Tuesday,2,July,S2,T2,False
790,2028-07-12,2028,7,12,3,Wednesday,2,July,S2,T2,False
791,2028-07-13,2028,7,13,4,Thursday,2,July,S2,T2,False
792,2028-07-14,2028,7,14,5,Friday,2,July,S2,T2,False
793,2028-07-15,2028,7,15,6,Saturday,3,July,S2,T2,True
794,2028-07-16,2028,7,16,7,Sunday,3,July,S2,T2,True
795,2028-07-17,2028,7,17,1,Monday,3,July,S2,T2,False
